"","X","Organism","Group","type","name","shp","sa","la","wi","SJR2.site","SJR2.FC.1","SJR2.T24.1","SJR2.FC.2","SJR2.T24.2","SJR2.FC.3","SJR2.T24.3","SJR2.IC.1","SJR2.IC.2","SJR2.IC.3","YBP1.site","YBP1.FC.1","YBP1.T24.1","YBP1.FC.2","YBP1.T24.2","YBP1.FC.3","YBP1.T24.3","YBP1.IC.1","YBP1.IC.2","YBP1.IC.3","LSZ2.site","LSZ2.FC.1","LSZ2.T24.1","LSZ2.FC.2","LSZ2.T24.2","LSZ2.FC.3","LSZ2.T24.3","LSZ2.IC.1","LSZ2.IC.2","LSZ2.IC.3","WLD2.site","WLD2.FC.1","WLD2.T24.1","WLD2.FC.2","WLD2.T24.2","WLD2.FC.3","WLD2.T24.3","WLD2.IC.1","WLD2.IC.2","WLD2.IC.3","SJR1.site","SJR1.FC.1","SJR1.T24.1","SJR1.FC.2","SJR1.T24.2","SJR1.FC.3","SJR1.T24.3","SJR1.IC.1","SJR1.IC.2","SJR1.IC.3","YBP2.site","YBP2.FC.1","YBP2.T24.1","YBP2.FC.2","YBP2.T24.2","YBP2.FC.3","YBP2.T24.3","YBP2.IC.1","YBP2.IC.2","YBP2.IC.3","zoom"
"281",281,"Chlorophyte V: scendesmus","chlorophyte","scenedesmus","chlorv","prosph",10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,400
"282",282,"Chlorophyte W: scendesmus","chlorophyte","scenedesmus","chlorw","prosph",14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,400
"283",283,"Ciliate A: Round 4 to 7 µm","ciliate","round","cila","sph",5.5,5.5,NA,NA,4,4,4,NA,1,1,NA,1,NA,NA,19,13,15,4,13,7,5,2,2,NA,3,1,NA,NA,2,2,3,2,2,1,15,9,24,8,32,7,2,4,2,NA,18,1,5,3,89,2,2,3,1,NA,NA,NA,1,NA,3,19,14,7,23,400
"284",284,"Ciliate B: Round 8 to 11 µm","ciliate","round","cilb","sph",9.5,9.5,NA,NA,19,8,20,8,13,7,5,9,11,4,54,32,93,43,52,31,17,6,12,NA,32,9,13,5,31,11,2,6,7,1,46,24,46,15,52,36,24,11,19,NA,29,6,18,7,24,11,30,23,35,NA,23,NA,25,3,98,11,8,22,34,400
"285",285,"Ciliate C: Round 12 to 16 µm","ciliate","round","cilc","sph",14,14,NA,3,22,5,29,2,18,1,6,14,8,24,28,24,56,10,44,22,12,2,12,10,18,2,17,5,19,10,9,2,6,2,30,8,19,3,23,9,7,15,13,1,61,13,54,13,71,15,21,15,39,7,8,18,19,NA,53,10,18,31,35,400
"286",286,"Cyanobacteria A: 4x24","cyanobacteria",NA,"cyana","cyl",4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"287",287,"Cyanobacteria B: 4x50","cyanobacteria",NA,"cyanb","cyl",4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"288",288,"Diatom A: Centric 4 to 7 µm","diatom","centric","diaa","cyl",5.5,5.5,NA,162,194,78,102,77,85,46,103,136,188,26,15,16,18,15,23,21,6,14,14,NA,167,49,NA,44,171,43,67,44,138,NA,7,10,8,6,17,38,19,14,17,14,103,43,82,55,200,125,98,50,48,25,87,45,90,NA,142,62,115,107,114,400
"289",289,"Diatom B: Centric 8 to 11 µm","diatom","centric","diab","cyl",9.5,9.5,NA,61,73,9,52,21,47,7,32,48,54,2,7,5,1,2,13,1,10,4,2,100,320,64,216,40,492,99,257,361,406,3,5,2,NA,8,6,5,8,9,8,7,109,55,119,117,516,72,266,301,181,7,42,13,102,6,90,33,104,127,100,400
"290",290,"Diatom C: Centric 12 to 16 µm","diatom","centric","diac","cyl",14,14,NA,46,22,9,24,6,24,2,26,11,19,5,NA,4,7,NA,7,1,12,NA,5,NA,20,10,64,30,54,9,28,28,51,NA,3,NA,NA,NA,2,1,NA,3,7,NA,24,24,38,6,31,3,3,10,4,7,29,NA,26,6,55,7,38,32,NA,400
"291",291,"Diatom D: pennate A 2x8","diatom","pennate","diad","prisell",2,8,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"292",292,"Diatom E: pennate A 2x10","diatom","pennate","diae","prisell",2,10,2,NA,NA,NA,NA,NA,NA,6,NA,12,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"293",293,"Diatom F: pennate A 2x12","diatom","pennate","diaf","prisell",2,12,2,NA,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"294",294,"Diatom G: pennate A 2x20","diatom","pennate","diag","prisell",2,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"295",295,"Diatom H: pennate A 3x12","diatom","pennate","diah","prisell",3,12,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"296",296,"Diatom I: pennate A 4x10","diatom","pennate","diai","prisell",4,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,400
"297",297,"Diatom J: pennate A 4x24","diatom","pennate","diaj","prisell",4,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,NA,10,84,NA,NA,NA,NA,400
"298",298,"Diatom K: pennate A 4x36","diatom","pennate","diak","prisell",4,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,15,NA,NA,NA,400
"299",299,"Diatom L: pennate B 2x20","diatom","pennate","dial","prisell",2,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,15,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"300",300,"Diatom M: pennate B 3x20","diatom","pennate","diam","prisell",3,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,400
"301",301,"Diatom N: pennate B4x12","diatom","pennate","dian","prisell",4,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,400
"302",302,"Diatom O: pennate B 4x16","diatom","pennate","diao","prisell",4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,10,NA,NA,400
"303",303,"Diatom P: pennate B 4x20","diatom","pennate","diap","prisell",4,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"304",304,"Diatom Q: pennate C 1x20","diatom","pennate","diaq","prisell",1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,400
"305",305,"Diatom R: pennate C 2x16","diatom","pennate","diar","prisell",2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"306",306,"Diatom S: pennate C 2x18","diatom","pennate","dias","prisell",2,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"307",307,"Diatom T: pennate C 2x20","diatom","pennate","diat","prisell",2,20,2,61,67,13,31,28,27,14,50,53,NA,74,25,22,40,51,22,23,51,28,30,NA,57,44,NA,64,71,51,132,NA,128,NA,NA,26,NA,23,38,36,60,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"308",308,"Diatom U: pennate C 2x30","diatom","pennate","diau","prisell",2,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"309",309,"Diatom V:pennate C 4x10","diatom","pennate","diav","prisell",4,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"310",310,"Diatom W: pennate C 4x24","diatom","pennate","diaw","prisell",4,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"311",311,"Diatom X: pennate C 4x26","diatom","pennate","diax","prisell",4,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,NA,400
"312",312,"Flagellate A: Cryptomonas 4 to 7 µm","flagellate","cryptomonas","flaga","prosph",3.67,5.5,NA,332,19,28,14,8,3,NA,73,132,193,223,604,564,788,709,903,815,1119,1322,1212,NA,581,298,214,185,572,373,409,325,633,NA,NA,124,104,165,118,146,134,187,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,23,NA,NA,NA,400
"313",313,"Flagellate B: Cryptomonas 8 to 11 µm","flagellate","cryptomonas","flagb","prosph",6.33,9.5,NA,112,90,7,102,30,21,17,167,169,147,94,48,10,49,5,44,25,59,47,122,62,129,79,173,80,85,31,209,86,171,117,NA,69,113,73,131,72,255,276,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"314",314,"Flagellate C: Cryptomonas 12 to 16 µm","flagellate","cryptomonas","flagc","prosph",9,14,NA,42,56,17,36,10,35,1,68,38,52,13,13,NA,11,NA,10,NA,17,23,57,NA,91,NA,53,10,32,6,82,24,42,NA,NA,NA,NA,NA,14,3,21,20,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,400
"315",315,"Flagellate D: Other 4 to 7 µm","flagellate","other","flagd","prosph",3.67,5.5,NA,294,403,237,267,155,152,109,200,244,1,176,292,303,203,303,334,362,191,263,270,NA,131,86,98,101,171,149,138,91,154,15,261,179,125,222,269,179,104,95,124,NA,63,34,82,104,301,263,99,46,94,NA,128,193,99,104,128,420,64,95,54,400
"316",316,"Flagellate E: Other 8 to 11 µm","flagellate","other","flage","prosph",6.33,9.5,NA,39,27,19,34,4,16,5,48,31,39,59,3,NA,10,6,1,NA,NA,6,1,10,25,11,17,6,19,NA,13,7,18,NA,172,6,26,16,29,14,4,18,9,4,22,7,39,24,19,115,27,33,71,6,50,24,99,37,103,51,140,132,102,400
"317",317,"Flagellate F: Other 12 to 16 µm","flagellate","other","flagf","prosph",9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,7,NA,NA,27,NA,4,2,NA,NA,NA,11,3,NA,2,3,54,1,5,5,2,3,5,15,NA,14,26,7,30,13,51,26,111,400
"318",318,"Flagellate G: in a cone","flagellate","in a cone","flagg","sph",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,38,33,37,10,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"319",319,"Flagellate H: in a cone","flagellate","in a cone","flagh","sph",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"320",320,"Unidentified A triangle","unidentified","triangle","una","cone1",6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"321",321,"Unidentified A1","unidentified",NA,"una1","cyl",2,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,400
"322",322,"Unidentified A2","unidentified",NA,"una2","cyl",3,8,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"323",323,"Unidentified A3","unidentified",NA,"una3","prosph",4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,115,6,NA,NA,400
"324",324,"Unidentified A4","unidentified",NA,"una4","prosph",6,14,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,400
"325",325,"Unidentified A5","unidentified",NA,"una5","prosph",8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"326",326,"Unidentified A6","unidentified",NA,"una6","sph",10,10,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"327",327,"Unidentified A7","unidentified",NA,"una7","sph",10,16,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"328",328,"Unidentified A8","unidentified",NA,"una8","sph",12,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"329",329,"Unidentified A9","unidentified",NA,"una9","prisell",2,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,400
"330",330,"Unidentified B1 flag/chloro","unidentified","flagchloro","unb1","cyl",3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"331",331,"Unidentified B2 flag/chloro","unidentified","flagchloro","unb2","cyl",4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,400
"332",332,"Unidentified B3 flag/chloro","unidentified","flagchloro","unb3","cyl",4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,400
"333",333,"Unidentified B4 flag/chloro","unidentified","flagchloro","unb4","cyl",4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,112,NA,89,NA,NA,NA,NA,NA,NA,116,NA,18,NA,NA,40,NA,NA,NA,400
"334",334,"Unidentified B5 flag/chloro","unidentified","flagchloro","unb5","cyl",4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,38,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"335",335,"Unidentified B6 flag/chloro","unidentified","flagchloro","unb6","cyl",4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,84,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"336",336,"Unidentified Round A: 4 to 7 µm","unidentified","round","unrna","sph",5.5,5.5,NA,142,146,74,79,38,52,34,145,159,193,242,191,183,200,274,270,271,163,209,162,119,118,125,64,123,168,133,106,87,209,108,413,271,268,212,260,267,100,159,117,154,112,102,107,136,204,127,223,90,135,32,113,181,168,152,127,374,112,92,108,400
"337",337,"Unidentified Round B: 8 to 11 µm","unidentified","round","unrnb","sph",9.5,9.5,NA,29,25,7,17,10,11,7,36,33,29,62,14,18,14,11,25,14,7,20,20,112,38,13,17,16,8,4,16,2,15,70,56,13,16,14,39,27,17,20,27,NA,22,20,44,9,12,15,35,19,26,16,15,20,23,15,50,109,37,61,103,400
"338",338,"Unidentified Round C: 12 to 16 µm","unidentified","round","unrnc","sph",14,14,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8,7,3,NA,NA,NA,NA,NA,2,13,5,2,4,1,NA,NA,10,6,9,16,10,31,6,12,10,30,400
